MT,ANACONDA DEER LODGE CTY POLICE DEPT,1450-01-287-7003,"TRAILER,MAINTENANCE-REPAIR PARTS,GUIDED MISSILE SYSTEM",1,Each,"$137,814.00",B,3,"Mar 18, 2014 11:55:32 AM"
MT,GREAT FALLS POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Oct 10, 2006 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Oct 10, 2006 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"Jan 19, 2006 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1,Each,$120.00,D,1,"Aug 22, 2012 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1,Each,$120.00,D,1,"Aug 22, 2012 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1,Each,$120.00,D,1,"Aug 22, 2012 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1,Each,$120.00,D,1,"Aug 22, 2012 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"Jan 19, 2006 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Apr 22, 2011 12:00:00 AM",
MT,GREAT FALLS POLICE DEPT,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1,Each,$120.00,D,1,"Aug 22, 2012 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Apr 22, 2011 12:00:00 AM",
MT,GREAT FALLS POLICE DEPT,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1,Each,$120.00,D,1,"Aug 22, 2012 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1,Each,$120.00,D,1,"Aug 22, 2012 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"Jan 19, 2006 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-01-094-7045,"REVOLVER,CALIBER .38 SPECIAL",1,Each,$89.57,D,1,"Jan 19, 2006 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-01-094-7045,"REVOLVER,CALIBER .38 SPECIAL",1,Each,$89.57,D,1,"Jan 19, 2006 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Apr 22, 2011 12:00:00 AM",
MT,GREAT FALLS POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Apr 22, 2011 12:00:00 AM",
MT,GREAT FALLS POLICE DEPT,1005-01-094-7045,"REVOLVER,CALIBER .38 SPECIAL",1,Each,$89.57,D,1,"Jan 19, 2006 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1,Each,$120.00,D,1,"Aug 22, 2012 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1,Each,$120.00,D,1,"Aug 22, 2012 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"Jul 6, 2006 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,$315.00,D,1,"Jun 3, 2014 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,5855-01-456-4878,THERMAL IMAGER     ,1,Each,"$16,000.00",D,,"Mar 17, 2004 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1240-01-576-6134,"SIGHT,REFLEX",50,Each,$419.00,D,1,"Aug 28, 2014 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,5855-01-490-5376,"TELESCOPE,NON-INVERTING INFRARED",10,Each,"$2,955.00",D,1,"Nov 26, 2014 12:00:00 AM",
MT,GREAT FALLS POLICE DEPT,5855-01-464-3152,"SIGHT,THERMAL",5,Each,"$17,591.00",D,7,"Dec 23, 2014 12:00:00 AM",
MT,GREAT FALLS POLICE DEPT,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1,Each,$120.00,D,1,"Aug 22, 2012 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1,Each,$120.00,D,1,"Aug 22, 2012 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,2355-01-562-6146,MINE RESISTANT VEHICLE,1,Each,"$689,000.00",C,1,"Mar 28, 2014 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,6545-01-572-9964,"MEDICAL EQUIPMENT SET,COMBAT MEDIC-2009",2,Set,"$3,402.84",A,1,"May 17, 2016 12:00:00 AM",
MT,GREAT FALLS POLICE DEPT,1240-01-412-6608,"TELESCOPE,STRAIGHT",16,Each,$943.00,D,7,"Jun 20, 2016 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1240-01-533-0939,"TELESCOPE,ARTICULATED",2,Each,$800.00,D,1,"May 26, 2016 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-01-368-9852,"SLING,SMALL ARMS",56,Each,$3.44,A,1,"May 25, 2016 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,5855-01-538-0191,"ILLUMINATOR,INTEGRATED,SMALL ARMS",40,Each,$996.00,D,1,"Jun 21, 2016 12:00:00 AM",
MT,GREAT FALLS POLICE DEPT,1240-01-412-6608,"TELESCOPE,STRAIGHT",10,Each,$943.00,D,7,"Jun 20, 2016 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,5855-01-534-5931,"ILLUMINATOR,INTEGRATED,SMALL ARMS",15,Each,$848.00,D,1,"Apr 11, 2016 12:00:00 AM",
MT,GREAT FALLS POLICE DEPT,1240-01-412-6608,"TELESCOPE,STRAIGHT",3,Each,$943.00,D,7,"Jun 20, 2016 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,5855-01-464-3152,"SIGHT,THERMAL",4,Each,"$17,591.00",D,7,"Dec 23, 2014 12:00:00 AM",
MT,GREAT FALLS POLICE DEPT,5855-01-228-0937,NIGHT VISION GOGGLE,1,Each,"$3,578.00",F,1,"Dec 23, 2014 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,5855-01-228-0937,NIGHT VISION GOGGLE,1,Each,"$3,578.00",F,1,"Dec 23, 2014 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,5855-01-228-0937,NIGHT VISION GOGGLE,1,Each,"$3,578.00",F,1,"Dec 23, 2014 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,5855-01-228-0937,NIGHT VISION GOGGLE,1,Each,"$3,578.00",F,1,"Dec 23, 2014 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,5855-01-228-0937,NIGHT VISION GOGGLE,1,Each,"$3,578.00",F,1,"Dec 23, 2014 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,6545-01-572-9964,"MEDICAL EQUIPMENT SET,COMBAT MEDIC-2009",2,Set,"$3,402.84",A,1,"Apr 8, 2016 12:00:00 AM",
MT,GREAT FALLS POLICE DEPT,5855-01-228-0937,NIGHT VISION GOGGLE,1,Each,"$3,578.00",F,1,"Dec 23, 2014 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1385-01-593-6219,PACKBOT 510 WITH FASTAC REMOTELY CONTROLLED VEHICLE,1,Each,"$77,000.00",C,1,"Apr 12, 2016 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-01-543-2187,"KIT,TACTICAL TRIPOD",2,Each,"$1,128.00",C,1,"May 25, 2016 12:00:00 AM",
MT,GREAT FALLS POLICE DEPT,6530-01-259-8296,"LITTER,NONRIGID,POLELESS",2,Each,$581.98,A,1,"Apr 22, 2016 12:00:00 AM",
MT,GREAT FALLS POLICE DEPT,6730-01-504-3897,"PROJECTOR,MULTIMEDIA",1,Each,$0.00,A,1,"Mar 29, 2016 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,5855-01-228-0937,NIGHT VISION GOGGLE,1,Each,"$3,578.00",F,1,"Dec 23, 2014 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,7110-DS-CHA-IR02,"CHAIR, OFFICE",1,Each,$0.00,A,,"Nov 17, 2015 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,1005-01-453-4225,"GUARD,HAND,GUN",50,Each,$44.66,B,3,"Jun 9, 2016 12:00:00 AM",
MT,GREAT FALLS POLICE DEPT,5855-01-228-0937,NIGHT VISION GOGGLE,1,Each,"$3,578.00",F,1,"Dec 23, 2014 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,5855-01-228-0937,NIGHT VISION GOGGLE,1,Each,"$3,578.00",F,1,"Dec 23, 2014 12:00:00 AM",,
MT,GREAT FALLS POLICE DEPT,5855-01-228-0937,NIGHT VISION GOGGLE,1,Each,"$3,578.00",F,1,"Dec 23, 2014 12:00:00 AM",,
MT,HAVRE POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"Jun 23, 2006 12:00:00 AM",,
MT,HAVRE POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"May 16, 2007 12:00:00 AM",
MT,HAVRE POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"Jun 23, 2006 12:00:00 AM",,
MT,HAVRE POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"May 16, 2007 12:00:00 AM",
MT,HAVRE POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"May 16, 2007 12:00:00 AM",
MT,HAVRE POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"May 16, 2007 12:00:00 AM",
MT,HAVRE POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Oct 10, 2006 12:00:00 AM",,
MT,HAVRE POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Oct 10, 2006 12:00:00 AM",,
MT,HAVRE POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"May 16, 2007 12:00:00 AM",
MT,HAVRE POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"May 16, 2007 12:00:00 AM",
MT,HAVRE POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"May 16, 2007 12:00:00 AM",
MT,HAVRE POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Oct 10, 2006 12:00:00 AM",,
MT,HAVRE POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Oct 10, 2006 12:00:00 AM",,
MT,HAVRE POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"Jun 23, 2006 12:00:00 AM",,
MT,HAVRE POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"Jun 23, 2006 12:00:00 AM",,
MT,HAVRE POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Oct 10, 2006 12:00:00 AM",,
MT,HAVRE POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"Jun 23, 2006 12:00:00 AM",,
MT,HAVRE POLICE DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"May 16, 2007 12:00:00 AM",
MT,HOT SPRINGS POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"Apr 9, 2012 12:00:00 AM",,
MT,HOT SPRINGS POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"Apr 9, 2012 12:00:00 AM",,
MT,LAUREL POLICE DEPT,5855-01-456-4878,THERMAL IMAGER     ,1,Each,"$16,000.00",D,,"Mar 17, 2004 12:00:00 AM",,
MT,LEWIS AND CLARK CTY SHERIFF DEPT,5855-01-228-0938,NIGHT VISION GOGGLE,1,Each,"$4,300.00",F,1,"May 19, 1998 12:00:00 AM",,
MT,LEWISTOWN POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"May 30, 2013 12:00:00 AM",,
MT,LEWISTOWN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Oct 11, 2006 12:00:00 AM",,
MT,LEWISTOWN POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"May 30, 2013 12:00:00 AM",,
MT,LEWISTOWN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Oct 11, 2006 12:00:00 AM",,
MT,LEWISTOWN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Oct 11, 2006 12:00:00 AM",,
MT,LINCOLN CTY SHERIFF DEPT,2320-01-107-7155,"TRUCK,UTILITY",1,Each,"$41,061.00",Q,6,"Feb 24, 2012 12:00:00 AM",,
MT,LINCOLN CTY SHERIFF DEPT,5855-DS-NIG-HTVI,"NIGHT VISION EQUIP, EMIT, REFLECTED RAD",1,Each,"$1,409.00",D,"Jul 12, 2012 12:00:00 AM",,
MT,LINCOLN CTY SHERIFF DEPT,5855-DS-NIG-HTVI,"NIGHT VISION EQUIP, EMIT, REFLECTED RAD",1,Each,"$1,409.00",D,"Jul 12, 2012 12:00:00 AM",,
MT,LINCOLN CTY SHERIFF DEPT,5855-DS-NIG-HTVI,"NIGHT VISION EQUIP, EMIT, REFLECTED RAD",1,Each,"$1,409.00",D,"Jul 12, 2012 12:00:00 AM",,
MT,LINCOLN CTY SHERIFF DEPT,5855-DS-NIG-HTVI,"NIGHT VISION EQUIP, EMIT, REFLECTED RAD",1,Each,"$1,409.00",D,"Jul 12, 2012 12:00:00 AM",,
MT,LINCOLN CTY SHERIFF DEPT,5855-DS-NIG-HTVI,"NIGHT VISION EQUIP, EMIT, REFLECTED RAD",1,Each,"$1,409.00",D,"Jul 12, 2012 12:00:00 AM",,
MT,LINCOLN CTY SHERIFF DEPT,5855-DS-NIG-HTVI,"NIGHT VISION EQUIP, EMIT, REFLECTED RAD",1,Each,"$1,409.00",D,"Jul 12, 2012 12:00:00 AM",,
MT,LINCOLN CTY SHERIFF DEPT,8470-01-127-7337,"HELMET,'PHONE TALKER'S",6,Each,$233.20,D,1,"Mar 18, 2014 11:55:32 AM",,
MT,LINCOLN CTY SHERIFF DEPT,2320-01-074-7642,"TRUCK,ARMORED",1,Each,"$65,070.00",C,1,"Apr 18, 2013 12:00:00 AM",
MT,MCCONE COUNTY SHERIFFS OFFICE,1240-01-411-1265,"SIGHT,REFLEX",1,Each,$315.00,D,1,"Feb 10, 2012 12:00:00 AM",,
MT,MCCONE COUNTY SHERIFFS OFFICE,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Oct 11, 2006 12:00:00 AM",
MT,MCCONE COUNTY SHERIFFS OFFICE,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Oct 11, 2006 12:00:00 AM",
MT,MCCONE COUNTY SHERIFFS OFFICE,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Oct 11, 2006 12:00:00 AM",,
MT,MCCONE COUNTY SHERIFFS OFFICE,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Oct 11, 2006 12:00:00 AM",
MT,MCCONE COUNTY SHERIFFS OFFICE,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Oct 11, 2006 12:00:00 AM",,
MT,MCCONE COUNTY SHERIFFS OFFICE,1005-01-442-8743,"COVER,GUNSIGHT",2,Each,$8.72,B,3,"Mar 18, 2014 11:55:32 AM",,
MT,MCCONE COUNTY SHERIFFS OFFICE,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Oct 11, 2006 12:00:00 AM",
MT,MCCONE COUNTY SHERIFFS OFFICE,2320-01-107-7155,"TRUCK,UTILITY",1,Each,"$41,061.00",Q,6,"Apr 3, 2012 12:00:00 AM",
MT,MCCONE COUNTY SHERIFFS OFFICE,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Oct 11, 2006 12:00:00 AM",
MT,MCCONE COUNTY SHERIFFS OFFICE,1240-01-411-1265,"SIGHT,REFLEX",4,Each,$315.00,D,1,"Feb 10, 2012 12:00:00 AM",,
MT,MCCONE COUNTY SHERIFFS OFFICE,1005-01-010-1561,"CONVERSION KIT,RIFLE",1,Each,$60.00,D,1,"Mar 18, 2014 11:55:32 AM",,
MT,MCCONE COUNTY SHERIFFS OFFICE,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Oct 11, 2006 12:00:00 AM",,
MT,MCCONE COUNTY SHERIFFS OFFICE,5855-01-456-4878,THERMAL IMAGER     ,1,Each,"$16,000.00",D,,"Mar 17, 2004 12:00:00 AM",,
MT,MEAGHER CTY SHERIFF DEPT,6650-01-375-8207,"TELESCOPE,STRAIGHT",2,Each,"$2,525.80",D,1,"May 20, 2014 12:00:00 AM",
MT,MEAGHER CTY SHERIFF DEPT,1240-01-492-5264,"SIGHT,HOLOGRAPHIC  ",4,Each,$533.15,D,1,"Mar 23, 2016 12:00:00 AM",,
MT,MEAGHER CTY SHERIFF DEPT,1240-01-490-7308,"SIGHT,REFLEX",2,Each,"$1,170.55",D,1,"Jan 27, 2016 12:00:00 AM",
MT,MEAGHER CTY SHERIFF DEPT,7105-DS-CHR-FOLD,"CHAIR, FOLDING",30,Each,$0.00,A,,"Apr 1, 2016 12:00:00 AM",,
MT,MEAGHER CTY SHERIFF DEPT,7125-DS-CAB-INSH,"CABINETS, LOCKERS, BINS, AND SHELVING",1,Each,$0.00,A,"Jun 17, 2016 12:00:00 AM",,
MT,MEAGHER CTY SHERIFF DEPT,8465-01-515-8629,FIELD PACK,6,Each,$112.38,A,1,"Apr 21, 2016 12:00:00 AM",,,
MT,MEAGHER CTY SHERIFF DEPT,8465-01-515-8615,FIELD PACK,6,Each,$548.59,A,1,"Apr 26, 2016 12:00:00 AM",,,
MT,MEAGHER CTY SHERIFF DEPT,5855-01-525-3638,"VIEWER,NIGHT VISION",2,Each,"$1,552.21",C,1,"Apr 10, 2008 12:00:00 AM",
MT,MEAGHER CTY SHERIFF DEPT,7125-DS-CAB-INSH,"CABINETS, LOCKERS, BINS, AND SHELVING",3,Each,$698.19,A,,"Aug 13, 2015 12:00:00 AM"
MT,MEAGHER CTY SHERIFF DEPT,7125-DS-CAB-INSH,"CABINETS, LOCKERS, BINS, AND SHELVING",1,Each,$698.19,A,,"Aug 13, 2015 12:00:00 AM"
MT,MEAGHER CTY SHERIFF DEPT,8465-01-523-6276,"FIELD PACK,LARGE,SET",4,Set,$263.25,A,1,"Mar 10, 2016 12:00:00 AM",
MT,MEAGHER CTY SHERIFF DEPT,7125-DS-CAB-INSH,"CABINETS, LOCKERS, BINS, AND SHELVING",1,Each,$698.19,A,,"Aug 13, 2015 12:00:00 AM"
MT,MEAGHER CTY SHERIFF DEPT,4240-01-540-5585,"GOGGLES,INDUSTRIAL",6,Each,$61.96,A,1,"Mar 23, 2016 12:00:00 AM",,
MT,MEAGHER CTY SHERIFF DEPT,2320-01-107-7155,"TRUCK,UTILITY",1,Each,"$41,061.00",Q,6,"Apr 16, 2012 12:00:00 AM",
MT,MEAGHER CTY SHERIFF DEPT,1240-01-386-2771,"TELESCOPE,STRAIGHT",2,Each,"$2,051.00",F,1,"Mar 18, 2014 11:55:32 AM",
MT,MEAGHER CTY SHERIFF DEPT,5855-01-228-0939,NIGHT VISION GOGGLE,1,Each,"$6,000.00",F,1,"Feb 14, 2012 12:00:00 AM",,
MT,MEAGHER CTY SHERIFF DEPT,1240-01-411-1265,"SIGHT,REFLEX",8,Each,$315.00,D,1,"Mar 14, 2012 12:00:00 AM",,
MT,MEAGHER CTY SHERIFF DEPT,1240-01-411-6350,"TELESCOPE,STRAIGHT",8,Each,$794.00,F,7,"May 7, 2013 12:00:00 AM",,
MT,MEAGHER CTY SHERIFF DEPT,5855-01-228-0939,NIGHT VISION GOGGLE,1,Each,"$6,000.00",F,1,"Feb 14, 2012 12:00:00 AM",,
MT,MEAGHER CTY SHERIFF DEPT,5855-01-488-6563,"ILLUMINATOR,INFRARED",1,Each,"$1,794.00",D,1,"Feb 15, 2012 12:00:00 AM",
MT,MEAGHER CTY SHERIFF DEPT,5855-01-488-6563,"ILLUMINATOR,INFRARED",1,Each,"$1,794.00",D,1,"Feb 15, 2012 12:00:00 AM",
MT,MEAGHER CTY SHERIFF DEPT,5855-01-488-6563,"ILLUMINATOR,INFRARED",1,Each,"$1,794.00",D,1,"Feb 15, 2012 12:00:00 AM",
MT,MEAGHER CTY SHERIFF DEPT,5855-01-488-6563,"ILLUMINATOR,INFRARED",1,Each,"$1,794.00",D,1,"Feb 15, 2012 12:00:00 AM",
MT,MEAGHER CTY SHERIFF DEPT,5855-01-488-6563,"ILLUMINATOR,INFRARED",1,Each,"$1,794.00",D,1,"Feb 15, 2012 12:00:00 AM",
MT,MEAGHER CTY SHERIFF DEPT,5855-01-228-0939,NIGHT VISION GOGGLE,1,Each,"$6,000.00",F,1,"Feb 14, 2012 12:00:00 AM",,
MT,MEAGHER CTY SHERIFF DEPT,5855-01-228-0938,NIGHT VISION GOGGLE,1,Each,"$4,300.00",F,1,"May 28, 1998 12:00:00 AM",,
MT,MEAGHER CTY SHERIFF DEPT,5855-01-386-7136,"IMAGE INTENSIFIER,NIGHT VISION",1,Each,"$6,624.96",C,,"Mar 18, 2014 11:55:32 AM",
MT,MEAGHER CTY SHERIFF DEPT,1240-01-058-7460,"SIGHT,BORE,OPTICAL",1,Each,"$1,099.11",D,1,"Mar 18, 2014 11:55:32 AM"
MT,MEAGHER CTY SHERIFF DEPT,5855-00-087-2947,"IMAGE INTENSIFIER,NIGHT VISION",1,Each,"$1,881.00",F,1,"Mar 18, 2014 11:55:32 AM",
MT,MEAGHER CTY SHERIFF DEPT,1240-01-410-7418,BINOCULAR,2,Each,"$6,120.00",F,1,"Mar 18, 2014 11:55:32 AM",,
MT,MEAGHER CTY SHERIFF DEPT,1240-01-264-2040,LASER RANGEFINDER WITH CONTAINER,4,Each,"$26,538.00",D,1,"Mar 18, 2014 11:55:32 AM",,
MT,MEAGHER CTY SHERIFF DEPT,5855-01-246-8266,HEADSET ASSEMBLY   ,4,Each,$54.72,B,3,"Mar 18, 2014 11:55:32 AM",,,
MT,MEAGHER CTY SHERIFF DEPT,5855-01-525-3638,"VIEWER,NIGHT VISION",1,Each,"$1,552.21",C,1,"Mar 18, 2014 11:55:32 AM",
MT,MEAGHER CTY SHERIFF DEPT,5855-01-524-4314,"SIGHT,THERMAL",3,Each,"$11,999.00",D,1,"Mar 18, 2014 11:55:32 AM",
MT,MEAGHER CTY SHERIFF DEPT,5855-01-381-6052,COMPASS ASSEMBLY   ,4,Each,$67.22,B,3,"Mar 18, 2014 11:55:32 AM",,,
MT,MEAGHER CTY SHERIFF DEPT,5855-01-228-0939,NIGHT VISION GOGGLE,1,Each,"$6,000.00",F,1,"Feb 14, 2012 12:00:00 AM",,
MT,MISSOULA CTY SHERIFF DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Oct 11, 2006 12:00:00 AM",,
MT,MISSOULA CTY SHERIFF DEPT,5820-01-269-5603,RADIO SET,1,Each,"$14,600.00",C,1,"Mar 18, 2014 11:55:32 AM",,
MT,MISSOULA CTY SHERIFF DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Oct 11, 2006 12:00:00 AM",,
MT,MISSOULA CTY SHERIFF DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Oct 11, 2006 12:00:00 AM",,
MT,MISSOULA CTY SHERIFF DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Oct 11, 2006 12:00:00 AM",,
MT,MISSOULA CTY SHERIFF DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Oct 11, 2006 12:00:00 AM",,
MT,MISSOULA CTY SHERIFF DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Oct 11, 2006 12:00:00 AM",,
MT,MISSOULA CTY SHERIFF DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Oct 11, 2006 12:00:00 AM",,
MT,MISSOULA CTY SHERIFF DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Oct 11, 2006 12:00:00 AM",,
MT,MISSOULA CTY SHERIFF DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Oct 11, 2006 12:00:00 AM",,
MT,MISSOULA CTY SHERIFF DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Oct 11, 2006 12:00:00 AM",,
MT,MISSOULA CTY SHERIFF DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Oct 11, 2006 12:00:00 AM",,
MT,MISSOULA CTY SHERIFF DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Oct 11, 2006 12:00:00 AM",,
MT,MISSOULA CTY SHERIFF DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Oct 11, 2006 12:00:00 AM",,
MT,MISSOULA CTY SHERIFF DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Oct 11, 2006 12:00:00 AM",,
MT,MISSOULA CTY SHERIFF DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Oct 11, 2006 12:00:00 AM",,
MT,MISSOULA CTY SHERIFF DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Oct 11, 2006 12:00:00 AM",,
